,SFH3_HH_d,SFH4_HH_d,SFH5_HH_d,SFH7_HH_d,SFH9_HH_d,SFH12_HH_d,SFH14_HH_d,SFH16_HH_d,SFH18_HH_d,SFH19_HH_d,SFH20_HH_d,SFH21_HH_d,SFH22_HH_d,SFH27_HH_d,SFH28_HH_d,SFH29_HH_d,SFH30_HH_d,SFH32_HH_d,SFH34_HH_d,SFH36_HH_d,SFH38_HH_d,SFH39_HH_d
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.33834160241020994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.6911230830378002,2.5551005026843807,3.8372914995829284,0.5850061940087208,3.102527663845485,2.370888440304333,7.3765907734976945,2.09209233349429,0.3364951666726004,1.718622832287684,6.441401304075434,2.4150723306020083,2.6177219703674317,0.7428386388646235,3.161879924053616,4.536354556825425,0.22676244471602958,0.7361567500432321,2.848721666256586,0.33674461083677054,5.626176627633308,4.48464863805241
3,0.0,0.0,0.0,0.0,1.2473529498630103,0.0,1.021203032048561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7476064382447181,0.0,0.0,3.5482358261929647,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.1926979679452059,2.2906778916173547,2.266761526785957,2.1292826427035862,3.102527663845485,1.1281657494068131,8.726045547930411,1.1467081929286336,1.3643689441098097,1.1576952789783483,8.497539598295411,2.3712447803073458,2.3595290546629193,1.113087195807033,2.039303082079355,5.266413224463991,0.6835346105760995,0.9570971390830146,5.917256629774306,0.4389489177438945,2.272109248288471,4.534942997111214
6,2.244236135016548,2.6957357231775947,2.3934136934068464,1.6956119425031844,3.102527663845485,2.204764083056981,8.726045547930411,1.4564445016304641,0.7688336663060729,1.6885911674949854,8.206349020597662,2.8715388865576856,1.98743588441213,1.345824859126409,1.3435934734821315,4.719510446924635,0.9881232514778785,1.7228885561201324,5.917256629774306,3.5968961310068805,3.0341961297644526,4.618677750613955
7,0.0,0.0,0.0,0.0,0.1662638919406474,0.0,0.9655126427756464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6252456201155976,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.7565047775533484,2.6882494726498902,2.5349125827365455,2.8469115549935213,3.102527663845485,1.3109023037539584,8.726045547930411,1.0985569466458383,1.0290942210965681,1.6969519978311312,10.158585865656534,2.170736553149756,2.336679000229309,2.0602731144189814,4.423983911543422,4.139439505693647,0.4797907503525414,2.3317342747794267,5.917256629774306,5.915837193467883,3.611524202214349,5.682721451923581
10,0.0,0.0,0.0,0.0,0.574071838887535,0.0,2.854923417006578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.262488957717684,0.0237546378003195,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2.0627224446005306,2.888594363292059,3.2907870318942596,1.7049240299171868,3.102527663845485,2.474324883320597,7.740132501771702,2.194270863008498,1.6681608868837339,2.220037697437072,11.596237864107518,3.190890632120768,2.990662418588003,1.2039669442203311,4.615465275716783,5.266413224463991,0.4777254171715847,0.9905862771564078,5.917256629774306,2.5940805552588575,5.655562003143629,3.9304143902566704
14,0.0,0.0,0.0,0.0,1.1357004948933924,0.0,0.0,0.0,0.0,0.0,0.4104121459802652,0.0,0.0,0.0,0.0,1.3940431602107122,0.0,0.0,1.0148690452416727,0.0,0.0,0.0
15,3.0762263014660904,2.963824281096457,2.4672407517751056,2.3433698311063984,3.102527663845485,2.918296720528602,8.726045547930411,1.6339392792039464,1.2201547757334172,2.4464335524903413,8.950452094438305,3.111575223202175,3.188903814835018,1.5437345826890745,4.035261469883389,5.266413224463991,0.5527397208054862,1.4816053628709591,5.917256629774306,1.2473356113592797,6.971685796822443,4.689438370572196
16,0.0,0.0,0.0,0.0,1.1299040927463166,0.0,0.9874081313874861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5387978546142635,0.0,0.0,1.3699277677986341,0.0,1.9409267229239147,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6544599160512234,0.0
19,0.0,0.0,0.0,0.0,1.6203300355699324,0.0,1.1129321259816383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.971685796822443,0.0
20,1.8723628609286411,4.10054696867201,2.425606777954101,1.4016857751210536,3.102527663845485,2.314919443228511,8.726045547930411,1.7931904161479786,1.408188502539529,1.238064111129442,9.673443482208267,3.2496922506120454,3.0634664221445678,1.0527332236210505,4.4872872078816055,3.770675358306039,1.0902168924993942,1.975503475072649,4.970334833441842,1.354769776492646,6.971685796822443,4.683244910155402
21,0.0,0.0,0.0,0.0,1.891537011549207,0.0,1.9696905443933233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.558604638380472,0.0,0.0,0.0,0.0,6.971685796822443,0.9582713224252588
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2807045529577472,0.0
23,0.1503341387086439,3.791030085704057,3.350531803639729,1.2297219468646579,3.102527663845485,2.6076615506675482,8.726045547930411,2.231050141135852,0.3189746952586707,1.1668555827909057,10.074481555684397,4.197367717149523,2.645021974288093,0.8171616387287766,4.013975936145247,5.266413224463991,0.0334772222068573,1.3074788071526426,4.119418443528813,1.2800754997889194,6.971685796822443,5.868600097656196
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,1.3886246200561554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8090530779944531,0.0,0.0,0.0,0.0,5.711878474405075,0.0
26,0.7173711672465011,2.8512086919334205,3.1541087719811336,1.2224350867377367,3.102527663845485,0.46700991769101924,8.672104829343152,1.8679629425843567,0.5933201369974346,1.7958179754204209,8.603242193391582,3.4121715049743626,2.3365866935624005,1.513786500750646,4.043869193818835,5.266413224463991,0.23496330517397923,1.4792370863808528,5.785413443099126,1.3775316394514499,6.971685796822443,4.824827056503298
27,0.0780720202657994,0.0,0.0,0.0,1.7420289786444774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623470623736913,0.0,0.0,0.7365916332403799,0.0,0.0,0.0
28,6.061450815158418,3.231389138033656,3.1121859664916958,1.186642832297749,3.102527663845485,0.2809315538035499,8.56515482145948,1.7426798900657205,1.9063752754502845,1.4818538632896223,8.618780629899774,2.991001217354669,2.4623671118136112,1.1963518895202219,2.948639106602137,5.266413224463991,2.1615936923106513,1.5036243327034833,5.917256629774306,2.1188739140722466,2.5334881942487426,5.594508106072743
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.5250603580051004,3.4470304705699313,3.4368728327433264,2.803718941391839,3.102527663845485,0.2643687227725977,8.726045547930411,2.5031048359764974,2.312211305244766,2.219322753429415,11.596237864107518,3.8979625051710327,2.2970210276709664,1.61195999932024,5.325124856887923,5.266413224463991,5.266825502883065,2.8044671690834866,2.400787426892919,3.6897675476763006,3.732200752030481,4.696919723579619
31,0.0,0.0,0.0,0.0,1.0892049474080383,0.0,2.6306606171501663,0.0,0.0,0.0,1.631960335312984,0.0,0.0,0.0,0.0,0.9131111571735806,0.10018638704087746,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,1.4469281094021285,0.0,0.0,0.0,0.0,0.0,2.415698947042907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.328232892221875,0.2108994441350287,5.888674043575921,0.5394387004746859
35,0.1783262492100395,2.5090361385477897,2.7583948884540126,3.1478702298482206,3.102527663845485,2.669735467505455,8.684409090550751,1.560102778927485,1.5028876398404443,1.0322985140747494,11.596237864107518,3.0409009518941237,0.7577311363750029,1.537675861273873,5.096347892154588,4.295893973848553,4.2947517196920195,3.456557108010185,5.917256629774306,5.915837193467883,6.971685796822443,5.868600097656196
