,SFH3_HH_d,SFH4_HH_d,SFH5_HH_d,SFH7_HH_d,SFH9_HH_d,SFH12_HH_d,SFH14_HH_d,SFH16_HH_d,SFH18_HH_d,SFH19_HH_d,SFH20_HH_d,SFH21_HH_d,SFH22_HH_d,SFH27_HH_d,SFH28_HH_d,SFH29_HH_d,SFH30_HH_d,SFH32_HH_d,SFH34_HH_d,SFH36_HH_d,SFH38_HH_d,SFH39_HH_d
0,0.30964161138004687,0.3783072775946723,0.5557827780829537,0.5430576951132879,0.2762826107872858,0.1415149165259467,1.2638997765435116,0.1382796944300333,0.241645028241475,0.204541972308689,0.4579264156765407,0.1877045549604626,0.2789846661885581,0.0959806110170152,0.0911952777544658,0.1300545276641845,0.1836804723103839,0.3487438890563108,0.6392409479459128,0.366942500119739,0.5529664442274305,0.1378059721416897
1,0.2150205001592635,1.0965870282941386,0.4467653055402968,0.4799647230996022,0.9424417175194277,0.1372919723510741,3.3382187147140527,0.5054744447231283,0.1712087221145632,0.2071639444563123,0.2006704167048137,0.1987328607347277,0.3097106664869521,0.2511007498317293,1.2449237269189635,0.1114036668353611,0.0919578611824247,0.3235869727982414,1.2763394991848196,0.5350537775410543,0.3263561389075387,0.146448805448744
2,0.6864683330376946,1.2960839729176628,1.655185747400921,0.48061030504438607,1.1185548497192745,1.400891605981191,4.314721388498951,0.0721422778076595,0.2034815831369822,0.42682872076564304,2.4010703027513327,1.195163775634764,1.3510969735357479,0.397907222514682,1.1614743067476494,2.034268913841247,0.1310133612738714,0.4973311101913448,1.339013496830728,0.3237832780069777,0.9225539153575907,1.2887357225735976
3,0.8218291653368215,1.1718530562612761,0.88769791653951,1.2694953618367526,1.9980939968956841,0.159063944641749,3.4063922989103577,0.4921186682224272,0.7471292216777808,0.618461722135544,3.34681956907907,0.8391654451158304,0.8688985841221291,0.2626563893689047,0.8734675567044143,1.902757688193852,0.2821004991981715,0.4431232766363353,1.3206874717844854,0.2548860003232952,1.054227637513478,1.714578530300987
4,0.488130219981406,1.2360881419181848,1.1827231952243382,0.2793214162402683,0.854979528299967,1.2311350274377384,3.693720585441598,0.4826951926522788,0.5429460565461054,0.6453225565910343,2.3640232261021876,0.9466641397264272,0.8418724714703022,0.3910087509685086,0.8404410531494344,1.4861661420292336,0.08801952793333259,0.32987513932122214,5.178646811824378,0.25402302855385683,1.084828749230172,2.138978612640168
5,0.32200452740457275,0.8360484989934497,1.059246692360772,1.136988558493719,2.167983588324652,0.15873636128372592,4.2763306120130915,0.4702621099366092,0.5518088880750847,0.5738439442104759,3.3305626917945057,1.1923486673990884,1.1362130828963406,0.7457924725453066,0.8022455553346199,2.982876971371969,0.5856530281649693,0.45675986195670176,3.3487590612252562,0.3650866943120952,0.958619472389751,1.425303077210321
6,2.5799720244301705,3.1258562801016696,3.4941950858645963,3.192954636679755,3.4004293025546595,2.322834333528412,9.031129491127874,2.1900140276405535,1.070303249963125,2.6683235281017113,6.761496574783306,3.0688272205776634,2.526687386449181,1.9426653352446004,3.363431385601887,4.221825361998872,1.4877613353729267,2.5162038301044056,6.197094101566739,4.09694236266878,5.910439737436506,5.496613665400602
7,0.8115426642841772,1.2758310825877734,0.9780552766588001,1.8105563884099294,2.6325050868352258,0.1548251944356493,6.4385718261506755,0.7632532229105622,0.45516435971260183,0.6398426533513601,3.161962334548097,0.934848445298938,0.8288843853420675,0.5939248058451537,0.5425329188638269,1.6037234214570781,0.7427717768801569,0.5778343598047898,5.87030529530843,1.5760478883451898,1.2876218034558822,1.8746695559024824
8,0.3721468903011751,1.201655499860975,2.0441666976928694,0.5460912231657241,0.9393490559471975,1.2181166393041611,2.8152644266552516,0.4859874172925948,0.24549127838346718,0.9831132482131307,3.599900001822572,0.986711110178629,0.7954718036969504,0.545024166870117,0.7829090821716518,1.8699888065762018,0.4377346953392025,1.7142122509850397,0.2318861109415692,0.1926362777074177,1.5771775515953712,1.3744725006368423
9,0.9120418343464527,0.8453743623654029,2.8024601083543583,1.3007261391533762,2.8861556938171375,0.1610342779159546,3.649402444775895,0.8212928889327562,1.3588869439548912,1.4938984413093994,4.567545155292093,1.2719390821668848,1.075030249796974,0.5360492224534357,1.6214308877415127,1.8518860598776077,0.4294993061727943,0.4906784721162578,2.6313471606016154,3.4111519234127465,1.0788835582150367,1.2732340544594656
